City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,State Code,Race,Count
Independence,Missouri,38.6,54348.0,62907.0,117255,4911.0,MO,Hispanic or Latino,12236
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,8211.0,TN,Asian,6348
Ontario,California,31.0,85059.0,86141.0,171200,48557.0,CA,Black or African-American,12900
Alameda,California,41.4,37747.0,40867.0,78614,18841.0,CA,American Indian and Alaska Native,1329
Clovis,California,37.8,52392.0,51780.0,104172,13409.0,CA,White,78029
Brandon,Florida,36.1,55679.0,58289.0,113968,16390.0,FL,Black or African-American,23475
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,6275.0,PA,Black or African-American,20564
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,9477.0,MN,Hispanic or Latino,3258
Mountain View,California,33.5,42493.0,37945.0,80438,31857.0,CA,Hispanic or Latino,16397
Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,AZ,Black or African-American,9076
Bk,California,37.0,50405.0,54909.0,105314,32435.0,CA,American Indian and Alaska Native,1639
Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,AZ,Black or African-American,22699
South Bend,Indiana,32.4,50483.0,53274.0,103757,8779.0,IN,Hispanic or Latino,16462
South Bend,Indiana,32.4,50483.0,53274.0,103757,8779.0,IN,American Indian and Alaska Native,411
Camden,New Jersey,27.9,36437.0,39694.0,76131,11317.0,NJ,Hispanic or Latino,41473
West Valley City,Utah,30.7,68235.0,67989.0,136224,30712.0,UT,Hispanic or Latino,44080
Lancaster,California,30.9,80668.0,80445.0,161113,17247.0,CA,American Indian and Alaska Native,2186
San Ramon,California,39.1,39221.0,36911.0,76132,29691.0,CA,Black or African-American,2734
Riverview,Florida,32.2,44210.0,45536.0,89746,12240.0,FL,Asian,3582
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4454.0,WI,White,64674
Birmingham,Alabama,35.6,102122.0,112789.0,214911,8258.0,AL,American Indian and Alaska Native,1319
Dothan,Alabama,38.9,32172.0,35364.0,67536,1699.0,AL,Black or African-American,23243
Hammond,Indiana,36.0,38923.0,38687.0,77610,9224.0,IN,American Indian and Alaska Native,1509
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,2375.0,SD,Black or African-American,2217
Rapid City,South Dakota,39.5,36122.0,37446.0,73568,2375.0,SD,American Indian and Alaska Native,9159
Newport News,Virginia,32.8,88385.0,94000.0,182385,12589.0,VA,Asian,8275
Cary,North Carolina,39.9,78932.0,81582.0,160514,30008.0,NC,White,119814
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,21802.0,MO,White,155574
Omaha,Nebraska,34.2,218789.0,225098.0,443887,48263.0,NE,American Indian and Alaska Native,6318
Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,TX,American Indian and Alaska Native,227
El Paso,Texas,33.1,332797.0,348339.0,681136,159709.0,TX,White,587683
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,7443.0,WI,Hispanic or Latino,18772
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,5658.0,LA,American Indian and Alaska Native,1647
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,573463.0,IL,Asian,195084
Hollywood,Florida,41.4,75358.0,74363.0,149721,55158.0,FL,Asian,4696
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,12868.0,GA,Hispanic or Latino,13159
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,7854.0,TX,American Indian and Alaska Native,1127
Livonia,Michigan,47.4,45369.0,49264.0,94633,7175.0,MI,Hispanic or Latino,1772
McAllen,Texas,32.3,68332.0,71921.0,140253,37691.0,TX,Hispanic or Latino,113829
Cheektowaga,New York,40.7,37476.0,38599.0,76075,3532.0,NY,Asian,1584
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,27207.0,AZ,White,205512
Yuma,Arizona,33.4,48298.0,45847.0,94145,19326.0,AZ,Hispanic or Latino,57054
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,8069.0,PA,Black or African-American,6256
Alhambra,California,41.0,42184.0,43388.0,85572,44441.0,CA,Asian,44067
Waldorf,Maryland,33.6,35640.0,39872.0,75512,5954.0,MD,Asian,4100
Rialto,California,31.6,49902.0,53235.0,103137,32741.0,CA,Hispanic or Latino,78571
Skokie,Illinois,43.4,31382.0,33437.0,64819,27424.0,IL,White,40642
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,18033.0,MI,Hispanic or Latino,2052
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,18033.0,MI,White,57815
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5396.0,LA,White,85282
Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,13824.0,NM,American Indian and Alaska Native,2960
Lubbock,Texas,29.2,122320.0,126731.0,249051,14226.0,TX,White,206318
Gresham,Oregon,36.7,53866.0,56716.0,110582,17860.0,OR,Black or African-American,7721
Long Beach,California,34.6,238159.0,236013.0,474172,127764.0,CA,Hispanic or Latino,207890
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,101312.0,HI,Hispanic or Latino,24586
Waterloo,Iowa,37.2,34488.0,33969.0,68457,5082.0,IA,Hispanic or Latino,4961
Jersey City,New Jersey,34.3,131765.0,132512.0,264277,109186.0,NJ,Asian,67610
Akron,Ohio,38.1,96886.0,100667.0,197553,10024.0,OH,White,129192
Newport Beach,California,46.8,43161.0,43970.0,87131,15318.0,CA,American Indian and Alaska Native,423
Pasco,Washington,28.6,35298.0,32799.0,68097,16265.0,WA,Hispanic or Latino,38883
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,9813.0,WI,American Indian and Alaska Native,6547
Mission Viejo,California,44.9,48849.0,48314.0,97163,17308.0,CA,Asian,13073
Garden Grove,California,37.8,86779.0,88605.0,175384,80677.0,CA,American Indian and Alaska Native,1713
Modesto,California,35.2,104852.0,106405.0,211257,39613.0,CA,Hispanic or Latino,85141
Hillsboro,Oregon,35.3,50926.0,51434.0,102360,19531.0,OR,Black or African-American,4347
Dale City,Virginia,33.4,35984.0,35415.0,71399,22306.0,VA,Black or African-American,18074
Escondido,California,33.3,76551.0,74907.0,151458,46298.0,CA,White,120781
Union City,New Jersey,35.4,35376.0,33773.0,69149,40553.0,NJ,Hispanic or Latino,53174
Upland,California,39.7,36226.0,40221.0,76447,16552.0,CA,American Indian and Alaska Native,1068
Perris,California,26.9,41623.0,33336.0,74959,23277.0,CA,Asian,3341
Santa Clara,California,35.2,63278.0,62938.0,126216,52281.0,CA,Black or African-American,4580
Santa Clara,California,35.2,63278.0,62938.0,126216,52281.0,CA,Asian,58360
South Gate,California,32.5,47758.0,48641.0,96399,40571.0,CA,American Indian and Alaska Native,618
Santa Monica,California,40.6,46732.0,46487.0,93219,24448.0,CA,American Indian and Alaska Native,2197
Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,38360.0,VA,Black or African-American,99948
Santa Maria,California,30.1,53320.0,51762.0,105082,39192.0,CA,Asian,5058
Frederick,Maryland,36.1,33146.0,36336.0,69482,14211.0,MD,Asian,5711
Brownsville,Texas,30.6,87689.0,96199.0,183888,53301.0,TX,White,174670
Toledo,Ohio,36.1,135455.0,144323.0,279778,9257.0,OH,Asian,6850
Conroe,Texas,31.5,34907.0,33685.0,68592,13839.0,TX,Hispanic or Latino,23863
South Jordan,Utah,33.8,33669.0,32970.0,66639,6142.0,UT,White,59046
Visalia,California,32.6,63695.0,66399.0,130094,20779.0,CA,White,107322
Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,17490.0,MN,American Indian and Alaska Native,1173
Detroit,Michigan,34.8,319265.0,357859.0,677124,39861.0,MI,Asian,10804
Detroit,Michigan,34.8,319265.0,357859.0,677124,39861.0,MI,American Indian and Alaska Native,6007
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,32166.0,UT,White,150136
Plano,Texas,38.1,138565.0,145054.0,283619,74030.0,TX,Asian,59958
Davis,California,26.3,33493.0,34163.0,67656,13997.0,CA,Black or African-American,2081
Hesperia,California,29.4,43588.0,49698.0,93286,16667.0,CA,American Indian and Alaska Native,1712
Napa,California,37.2,39828.0,40601.0,80429,18449.0,CA,White,57837
Temecula,California,34.2,54407.0,57619.0,112026,18884.0,CA,Hispanic or Latino,36246
Bryan,Texas,29.4,41761.0,40345.0,82106,12014.0,TX,Asian,2688
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,5757.0,AZ,White,75429
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,35320.0,CO,Black or African-American,38976
East Orange,New Jersey,35.5,29995.0,34967.0,64962,15164.0,NJ,Hispanic or Latino,6368
Cape Coral,Florida,45.0,85626.0,89604.0,175230,24185.0,FL,Hispanic or Latino,33016
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,7024.0,AZ,Black or African-American,1854
Fullerton,California,34.5,69549.0,71300.0,140849,43404.0,CA,Black or African-American,5241
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,28133.0,MD,White,36639
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,28133.0,MD,Black or African-American,12482
Vacaville,California,35.8,50091.0,46703.0,96794,10577.0,CA,American Indian and Alaska Native,3140
Independence,Missouri,38.6,54348.0,62907.0,117255,4911.0,MO,Asian,558
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,8211.0,TN,White,104626
Kennewick,Washington,32.0,38492.0,40411.0,78903,8376.0,WA,Asian,4252
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,4262.0,AZ,White,58696
Columbus,Georgia,33.7,98785.0,101794.0,200579,10376.0,GA,White,97436
New Britain,Connecticut,33.4,37350.0,35459.0,72809,15080.0,CT,Asian,2297
El Cajon,California,32.7,54450.0,49238.0,103688,31865.0,CA,Asian,4561
Lorain,Ohio,35.6,30844.0,32807.0,63651,1531.0,OH,White,46667
Nampa,Idaho,31.4,45651.0,44199.0,89850,6607.0,ID,Asian,1486
Vista,California,29.3,50680.0,50204.0,100884,23271.0,CA,White,83529
Cicero,Illinois,28.5,43153.0,40714.0,83867,33801.0,IL,American Indian and Alaska Native,964
Pasadena,Texas,31.5,78827.0,74959.0,153786,38072.0,TX,American Indian and Alaska Native,1993
Spring Hill,Florida,45.1,48295.0,54902.0,103197,7893.0,FL,White,91742
Merced,California,29.7,40048.0,42392.0,82440,16348.0,CA,Asian,9911
Richardson,Texas,35.5,54676.0,56151.0,110827,29579.0,TX,Hispanic or Latino,15762
Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,3215.0,LA,Black or African-American,38358
North Richland Hills,Texas,39.9,35257.0,33948.0,69205,7854.0,TX,Hispanic or Latino,10195
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,80165.0,OK,Black or African-American,111673
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,13966.0,VA,Asian,11354
Columbus,Ohio,32.5,413981.0,435086.0,849067,101129.0,OH,Hispanic or Latino,46855
Palm Coast,Florida,48.8,39489.0,42632.0,82121,9084.0,FL,Hispanic or Latino,8706
Albany,Georgia,33.3,31695.0,39414.0,71109,861.0,GA,American Indian and Alaska Native,445
Jackson,Mississippi,31.7,79039.0,91772.0,170811,1789.0,MS,Asian,864
Saint George,Utah,37.3,38732.0,41475.0,80207,4824.0,UT,American Indian and Alaska Native,2406
Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,OH,Black or African-American,2928
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,2878.0,TN,White,59147
Springdale,Arkansas,31.8,36840.0,43614.0,80454,19969.0,AR,Hispanic or Latino,30200
Broomfield,Colorado,36.8,31755.0,33310.0,65065,5316.0,CO,Black or African-American,1154
Joliet,Illinois,33.1,70863.0,79162.0,150025,22409.0,IL,Hispanic or Latino,45291
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,8830.0,MN,American Indian and Alaska Native,760
Wyoming,Michigan,32.8,35967.0,39310.0,75277,8612.0,MI,Asian,3227
Tallahassee,Florida,26.2,89390.0,100504.0,189894,16720.0,FL,White,112800
Kenner,Louisiana,36.9,33993.0,33113.0,67106,12352.0,LA,Hispanic or Latino,17769
Corona,California,37.1,79749.0,84493.0,164242,42131.0,CA,White,119403
Baltimore,Maryland,34.7,294027.0,327822.0,621849,49857.0,MD,White,207274
Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,CA,American Indian and Alaska Native,1165
Concord,North Carolina,35.7,42732.0,44961.0,87693,8847.0,NC,Asian,3566
Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,MN,Asian,9839
Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,MN,American Indian and Alaska Native,1172
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,2348.0,WI,Asian,3182
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,2348.0,WI,American Indian and Alaska Native,237
Buena Park,California,35.7,41593.0,41671.0,83264,28430.0,CA,Black or African-American,901
West Jordan,Utah,30.8,57898.0,54044.0,111942,11492.0,UT,Asian,3539
Beaumont,Texas,31.6,57326.0,60784.0,118110,10516.0,TX,White,53597
Beaumont,Texas,31.6,57326.0,60784.0,118110,10516.0,TX,Black or African-American,58008
Lubbock,Texas,29.2,122320.0,126731.0,249051,14226.0,TX,Black or African-American,23594
Gresham,Oregon,36.7,53866.0,56716.0,110582,17860.0,OR,Asian,6641
Avondale,Arizona,29.1,38712.0,41971.0,80683,8355.0,AZ,American Indian and Alaska Native,613
Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,CA,Black or African-American,1560
Oakland,California,35.7,203827.0,215451.0,419278,113896.0,CA,Black or African-American,118228
Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,7915.0,GA,American Indian and Alaska Native,1667
Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,56514.0,MN,White,191369
Pasco,Washington,28.6,35298.0,32799.0,68097,16265.0,WA,White,55741
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,205339.0,PA,Hispanic or Latino,219038
Victorville,California,30.6,60989.0,61247.0,122236,21959.0,CA,Hispanic or Latino,60569
Victorville,California,30.6,60989.0,61247.0,122236,21959.0,CA,American Indian and Alaska Native,5305
Hillsboro,Oregon,35.3,50926.0,51434.0,102360,19531.0,OR,Asian,13704
The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,TX,Black or African-American,6420
Pearland,Texas,33.9,52336.0,59329.0,111665,16882.0,TX,Asian,14683
Rockford,Illinois,36.3,71076.0,78270.0,149346,18323.0,IL,Asian,5500
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,19652.0,PA,Hispanic or Latino,59176
Salem,Oregon,35.4,80839.0,83704.0,164543,19668.0,OR,White,148650
Santa Maria,California,30.1,53320.0,51762.0,105082,39192.0,CA,White,90403
Roseville,California,38.4,62591.0,67691.0,130282,18161.0,CA,Black or African-American,4413
Frederick,Maryland,36.1,33146.0,36336.0,69482,14211.0,MD,Hispanic or Latino,13065
Sparks,Nevada,36.1,47780.0,48318.0,96098,15690.0,NV,White,78737
Visalia,California,32.6,63695.0,66399.0,130094,20779.0,CA,Hispanic or Latino,63482
Visalia,California,32.6,63695.0,66399.0,130094,20779.0,CA,Black or African-American,2525
German,Maryland,34.9,41115.0,43007.0,84122,27877.0,MD,American Indian and Alaska Native,1232
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,24614.0,IL,White,43688
Pueblo,Colorado,37.6,55635.0,53784.0,109419,3578.0,CO,Black or African-American,4107
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,19146.0,IN,White,204114
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,12693.0,NH,American Indian and Alaska Native,655
